sentence,num_words,google_language,stopwords_language,book_name
Wonder ye then at the fiery  hunt?,8,{'en': 0.9999985617867219},"{'danish': 1, 'english': 3, 'norwegian': 1}",moby_dick
CHAPTER 43.,2,{'en': 0.9999964748530915},{},moby_dick
"Did you hear that noise, Cabaco?",6,{'en': 0.9999935375289293},{'english': 2},moby_dick
"?    It was the middle-watch; a fair moonlight; the seamen were standing in a  cordon, extending from one of the fresh-water butts in the waist, to the  scuttle-butt near the taffrail.",36,{'en': 0.9999978530526497},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 8, 'dutch': 3, 'german': 2}",moby_dick
"In this manner, they passed the buckets  to fill the scuttle-butt.",12,{'en': 0.9999950219289582},{'english': 4},moby_dick
"Standing, for the most part, on the hallowed  precincts of the quarter-deck, they were careful not to speak or rustle  their feet.",24,{'en': 0.9999982483034401},"{'dutch': 1, 'finnish': 1, 'french': 1, 'portuguese': 1, 'danish': 1, 'hungarian': 1, 'english': 11, 'norwegian': 1}",moby_dick
"From hand to hand, the buckets went in the deepest silence,  only broken by the occasional flap of a sail, and the steady hum of the  unceasingly advancing keel.",31,{'en': 0.9999970190720546},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 8, 'dutch': 2, 'german': 1}",moby_dick
"It was in the midst of this repose, that Archy, one of the cordon, whose  post was near the after-hatches, whispered to his neighbor, a Cholo, the  words above.",31,{'en': 0.9999964473097082},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 11, 'dutch': 3, 'german': 2}",moby_dick
"did you hear that noise, Cabaco?",6,{'en': 0.9999985113095281},{'english': 3},moby_dick
"?    ?Take the bucket, will ye, Archy?",10,{'en': 0.9999976591135873},"{'english': 2, 'german': 1}",moby_dick
what noise d?ye mean?,4,"{'en': 0.8571397012127612, 'fr': 0.14285688374772634}","{'english': 2, 'french': 1}",moby_dick
?    ?There it is again?under the hatches?don?t you hear it?a  cough?it sounded like a cough?.,19,{'en': 0.9999983920368745},"{'italian': 1, 'dutch': 1, 'french': 1, 'portuguese': 1, 'danish': 1, 'hungarian': 1, 'english': 9, 'spanish': 1, 'swedish': 1}",moby_dick
?Cough be damned!,3,{'en': 0.9999966851207978},"{'hungarian': 1, 'english': 1}",moby_dick
Pass along that return bucket?.,5,{'en': 0.9999954414314347},{'english': 1},moby_dick
?There again?there it is!,4,{'en': 0.999996587034755},"{'dutch': 1, 'english': 4}",moby_dick
"?it sounds like two or three sleepers  turning over, now!",11,{'en': 0.9999969086170925},"{'dutch': 1, 'danish': 1, 'english': 4, 'norwegian': 1}",moby_dick
?    ?Caramba!,5,{'so': 0.9999956126391779},{},moby_dick
"have done, shipmate, will ye?",5,{'en': 0.9999975798420067},"{'danish': 1, 'english': 2, 'german': 1}",moby_dick
It?s the three soaked  biscuits ye eat for supper turning over inside of ye?nothing else.,16,{'en': 0.999996994539124},"{'dutch': 2, 'french': 1, 'portuguese': 1, 'danish': 2, 'hungarian': 1, 'english': 5, 'norwegian': 2}",moby_dick
Look to the bucket!,4,{'en': 0.999997097299636},{'english': 2},moby_dick
"?    ?Say what ye will, shipmate; I?ve sharp ears?.",12,{'en': 0.9999979340943164},"{'turkish': 1, 'english': 3, 'german': 1}",moby_dick
"?Aye, you are the chap, ain?t ye, that heard the hum of the old  Quakeress?s knitting-needles fifty miles at sea from Nantucket;  you?re the chap?.",27,{'en': 0.9999971568247676},"{'dutch': 1, 'french': 2, 'danish': 1, 'hungarian': 1, 'english': 11, 'spanish': 1, 'norwegian': 1}",moby_dick
?Grin away; we?ll see what turns up.,7,{'en': 0.999996598109739},{'english': 4},moby_dick
"Hark ye, Cabaco, there is  somebody down in the after-hold that has not yet been seen on deck; and  I suspect our old Mogul knows something of it too.",31,{'en': 0.9999968297283107},"{'italian': 1, 'spanish': 1, 'french': 1, 'finnish': 1, 'english': 16, 'dutch': 3, 'german': 1}",moby_dick
"I heard Stubb tell  Flask, one morning watch, that there was something of that sort in the  wind?.",20,{'en': 0.9999970704308223},"{'italian': 1, 'dutch': 3, 'english': 6, 'german': 2}",moby_dick
the bucket!,2,{'en': 0.9999976332450158},{'english': 1},moby_dick
?            CHAPTER 44.,14,{'en': 0.9999956503760863},{},moby_dick
The Chart.,2,{'en': 0.9999975808486847},{},moby_dick
"Had you followed Captain Ahab down into his cabin after the squall that  took place on the night succeeding that wild ratification of his purpose  with his crew, you would have seen him go to a locker in the transom,  and bringing out a large wrinkled roll of yellowish sea charts, spread  them before him on his screwed-down table.",63,{'en': 0.9999975688718232},"{'italian': 2, 'spanish': 2, 'finnish': 1, 'french': 1, 'portuguese': 1, 'danish': 1, 'hungarian': 1, 'english': 19, 'dutch': 2, 'german': 1}",moby_dick
"Then seating himself before  it, you would have seen him intently study the various lines and  shadings which there met his eye; and with slow but steady pencil trace  additional courses over spaces that before were blank.",40,{'en': 0.9999988123550652},"{'dutch': 2, 'danish': 2, 'english': 16, 'norwegian': 1}",moby_dick
"At intervals, he  would refer to piles of old log-books beside him, wherein were set down  the seasons and places in which, on various former voyages of various  ships, sperm whales had been captured or seen.",39,{'en': 0.9999951468860179},"{'italian': 1, 'spanish': 1, 'french': 1, 'finnish': 2, 'english': 14, 'dutch': 3, 'german': 1}",moby_dick
"While thus employed, the heavy pewter lamp suspended in chains over his  head, continually rocked with the motion of the ship, and for ever threw  shifting gleams and shadows of lines upon his wrinkled brow, till it  almost seemed that while he himself was marking out lines and courses  on the wrinkled charts, some invisible pencil was also tracing lines and  courses upon the deeply marked chart of his forehead.",75,{'en': 0.9999977681618137},"{'italian': 1, 'norwegian': 2, 'finnish': 2, 'french': 1, 'swedish': 1, 'portuguese': 1, 'dutch': 4, 'danish': 2, 'english': 17, 'spanish': 1, 'german': 3}",moby_dick
"But it was not this night in particular that, in the solitude of his  cabin, Ahab thus pondered over his charts.",22,{'en': 0.9999969651979551},"{'italian': 1, 'dutch': 4, 'danish': 1, 'english': 10, 'norwegian': 1, 'german': 2}",moby_dick
"Almost every night they were  brought out; almost every night some pencil marks were effaced, and  others were substituted.",21,{'en': 0.9999977257718279},{'english': 5},moby_dick
"For with the charts of all four oceans before  him, Ahab was threading a maze of currents and eddies, with a view to  the more certain accomplishment of that monomaniac thought of his soul.",36,{'en': 0.999998575896935},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 13, 'dutch': 2, 'german': 1}",moby_dick
"Now, to any one not fully acquainted with the ways of the leviathans,  it might seem an absurdly hopeless task thus to seek out one solitary  creature in the unhooped oceans of this planet.",36,{'en': 0.9999968474961023},"{'italian': 1, 'dutch': 2, 'english': 11, 'german': 2}",moby_dick
"But not so did it  seem to Ahab, who knew the sets of all tides and currents; and thereby  calculating the driftings of the sperm whale?s food; and, also,  calling to mind the regular, ascertained seasons for hunting him in  particular latitudes; could arrive at reasonable surmises, almost  approaching to certainties, concerning the timeliest day to be upon this  or that ground in search of his prey.",73,{'en': 0.9999954731075062},"{'italian': 2, 'norwegian': 3, 'french': 1, 'portuguese': 1, 'danish': 2, 'hungarian': 2, 'english': 20, 'dutch': 2, 'german': 3}",moby_dick
"So assured, indeed, is the fact concerning the periodicalness of the  sperm whale?s resorting to given waters, that many hunters believe  that, could he be closely observed and studied throughout the world;  were the logs for one voyage of the entire whale fleet carefully  collated, then the migrations of the sperm whale would be found to  correspond in invariability to those of the herring-shoals or the  flights of swallows.",75,{'en': 0.9999975281240407},"{'italian': 1, 'norwegian': 1, 'finnish': 1, 'french': 1, 'portuguese': 1, 'dutch': 3, 'danish': 1, 'hungarian': 2, 'english': 15, 'spanish': 1, 'german': 1}",moby_dick
"On this hint, attempts have been made to construct  elaborate migratory charts of the sperm whale.",17,{'en': 0.9999963312622262},"{'danish': 1, 'english': 6, 'dutch': 1}",moby_dick
"*         *Since the above was written, the statement is happily borne       out by an official circular, issued by Lieutenant Maury, of       the National Observatory, Washington, April 16th, 1851.",48,{'en': 0.9999960231020266},"{'dutch': 3, 'english': 8, 'german': 2}",moby_dick
"By       that circular, it appears that precisely such a chart is in       course of completion; and portions of it are presented in       the circular.",42,{'en': 0.9999981917224049},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 10, 'dutch': 3, 'german': 1}",moby_dick
"?This chart divides the ocean into districts       of five degrees of latitude by five degrees of longitude;       perpendicularly through each of which districts are twelve       columns for the twelve months; and horizontally through each       of which districts are three lines; one to show the number       of days that have been spent in each month in every       district, and the two others to show the number of days in       which whales, sperm or right, have been seen?.",118,{'en': 0.9999971129843941},"{'italian': 1, 'norwegian': 1, 'portuguese': 1, 'danish': 2, 'english': 16, 'dutch': 2, 'german': 1}",moby_dick
"Besides, when making a passage from one feeding-ground to another, the  sperm whales, guided by some infallible instinct?say, rather, secret  intelligence from the Deity?mostly swim in veins, as they are called;  continuing their way along a given ocean-line with such undeviating  exactitude, that no ship ever sailed her course, by any chart, with  one tithe of such marvellous precision.",64,{'en': 0.9999969238957124},"{'italian': 2, 'norwegian': 2, 'hungarian': 1, 'french': 1, 'portuguese': 3, 'dutch': 2, 'danish': 1, 'turkish': 1, 'english': 19, 'spanish': 2, 'german': 1}",moby_dick
"Though, in these cases, the  direction taken by any one whale be straight as a surveyor?s  parallel, and though the line of advance be strictly confined to its  own unavoidable, straight wake, yet the arbitrary vein in which at these  times he is said to swim, generally embraces some few miles in width  (more or less, as the vein is presumed to expand or contract); but  never exceeds the visual sweep from the whale-ship?s mast-heads,  when circumspectly gliding along this magic zone.",89,{'en': 0.9999981892066226},"{'italian': 2, 'norwegian': 1, 'finnish': 1, 'french': 2, 'portuguese': 2, 'dutch': 3, 'danish': 1, 'hungarian': 3, 'english': 26, 'spanish': 2, 'german': 1}",moby_dick
"The sum is, that at  particular seasons within that breadth and along that path, migrating  whales may with great confidence be looked for.",25,{'en': 0.9999976538741778},"{'dutch': 1, 'portuguese': 1, 'danish': 2, 'hungarian': 1, 'english': 7, 'norwegian': 2}",moby_dick
"And hence not only at substantiated times, upon well known separate  feeding-grounds, could Ahab hope to encounter his prey; but in crossing  the widest expanses of water between those grounds he could, by his  art, so place and time himself on his way, as even then not to be wholly  without prospect of a meeting.",59,{'en': 0.9999972755398977},"{'italian': 2, 'norwegian': 2, 'finnish': 2, 'french': 2, 'portuguese': 2, 'dutch': 2, 'danish': 1, 'hungarian': 2, 'english': 21, 'spanish': 2, 'german': 2}",moby_dick
There was a circumstance which at first sight seemed to entangle his  delirious but still methodical scheme.,18,{'en': 0.9999966148836594},"{'italian': 1, 'norwegian': 1, 'portuguese': 1, 'dutch': 1, 'danish': 1, 'hungarian': 1, 'english': 7, 'spanish': 1, 'german': 1}",moby_dick
"But not so in the reality,  perhaps.",8,{'en': 0.999995472621678},"{'italian': 1, 'norwegian': 1, 'english': 4, 'dutch': 1, 'german': 2}",moby_dick
"Though the gregarious sperm whales have their regular seasons  for particular grounds, yet in general you cannot conclude that the  herds which haunted such and such a latitude or longitude this year,  say, will turn out to be identically the same with those that were found  there the preceding season; though there are peculiar and unquestionable  instances where the contrary of this has proved true.",70,{'en': 0.999995637758891},"{'italian': 2, 'norwegian': 1, 'portuguese': 2, 'dutch': 2, 'danish': 2, 'hungarian': 2, 'english': 26, 'spanish': 2, 'german': 2}",moby_dick
"In general, the  same remark, only within a less wide limit, applies to the solitaries  and hermits among the matured, aged sperm whales.",25,{'en': 0.9999959482632332},"{'italian': 1, 'spanish': 1, 'hungarian': 1, 'english': 6, 'portuguese': 1}",moby_dick
"So that though Moby  Dick had in a former year been seen, for example, on what is called the  Seychelle ground in the Indian ocean, or Volcano Bay on the Japanese  Coast; yet it did not follow, that were the Pequod to visit either of  those spots at any subsequent corresponding season, she would infallibly  encounter him there.",63,{'en': 0.9999965502168383},"{'italian': 2, 'norwegian': 2, 'finnish': 1, 'french': 1, 'portuguese': 2, 'dutch': 4, 'danish': 2, 'hungarian': 1, 'english': 23, 'spanish': 1, 'german': 1}",moby_dick
"So, too, with some other feeding grounds, where  he had at times revealed himself.",15,{'en': 0.9999971146215754},"{'dutch': 1, 'finnish': 1, 'danish': 1, 'english': 9, 'spanish': 1, 'norwegian': 1}",moby_dick
"But all these seemed only his casual  stopping-places and ocean-inns, so to speak, not his places of prolonged  abode.",21,{'en': 0.9999972972759086},"{'italian': 1, 'norwegian': 1, 'english': 9, 'dutch': 1, 'german': 1}",moby_dick
"And where Ahab?s chances of accomplishing his object have  hitherto been spoken of, allusion has only been made to whatever  way-side, antecedent, extra prospects were his, ere a particular  set time or place were attained, when all possibilities would become  probabilities, and, as Ahab fondly thought, every possibility the next  thing to a certainty.",59,{'en': 0.9999970126222522},"{'italian': 2, 'dutch': 1, 'french': 2, 'portuguese': 2, 'danish': 1, 'hungarian': 2, 'english': 17, 'spanish': 2}",moby_dick
That particular set time and place were conjoined  in the one technical phrase?the Season-on-the-Line.,15,{'en': 0.9999956895267104},"{'italian': 1, 'dutch': 1, 'french': 1, 'finnish': 1, 'english': 5, 'german': 1}",moby_dick
"For there and  then, for several consecutive years, Moby Dick had been periodically  descried, lingering in those waters for awhile, as the sun, in its  annual round, loiters for a predicted interval in any one sign of the  Zodiac.",43,{'en': 0.9999963795850585},"{'italian': 2, 'norwegian': 1, 'french': 1, 'portuguese': 3, 'dutch': 3, 'danish': 1, 'hungarian': 1, 'english': 14, 'spanish': 1, 'german': 1}",moby_dick
"There it was, too, that most of the deadly encounters with  the white whale had taken place; there the waves were storied with his  deeds; there also was that tragic spot where the monomaniac old man  had found the awful motive to his vengeance.",47,{'en': 0.9999981632343208},"{'dutch': 3, 'hungarian': 1, 'danish': 1, 'german': 3, 'english': 14, 'norwegian': 1, 'swedish': 1}",moby_dick
"But in the cautious  comprehensiveness and unloitering vigilance with which Ahab threw his  brooding soul into this unfaltering hunt, he would not permit himself to  rest all his hopes upon the one crowning fact above mentioned, however  flattering it might be to those hopes; nor in the sleeplessness of  his vow could he so tranquillize his unquiet heart as to postpone all  intervening quest.",70,{'en': 0.9999979895986228},"{'italian': 2, 'spanish': 1, 'french': 1, 'portuguese': 1, 'dutch': 2, 'finnish': 1, 'hungarian': 1, 'english': 21, 'norwegian': 1, 'german': 2}",moby_dick
"Now, the Pequod had sailed from Nantucket at the very beginning of the  Season-on-the-Line.",15,{'en': 0.9999973352888059},"{'dutch': 2, 'finnish': 1, 'french': 1, 'danish': 1, 'english': 7, 'norwegian': 1}",moby_dick
"No possible endeavor then could enable her commander  to make the great passage southwards, double Cape Horn, and then running  down sixty degrees of latitude arrive in the equatorial Pacific in time  to cruise there.",38,{'en': 0.9999966283007855},"{'italian': 1, 'turkish': 1, 'dutch': 2, 'danish': 1, 'english': 9, 'norwegian': 1, 'german': 1}",moby_dick
"Therefore, he must wait for the next ensuing season.",9,{'en': 0.9999960578018555},"{'norwegian': 1, 'finnish': 1, 'portuguese': 1, 'danish': 1, 'english': 3, 'spanish': 1}",moby_dick
"Yet the premature hour of the Pequod?s sailing had, perhaps, been  correctly selected by Ahab, with a view to this very complexion of  things.",26,{'en': 0.9999980465295971},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 1, 'hungarian': 2, 'english': 11, 'dutch': 2}",moby_dick
"Because, an interval of three hundred and sixty-five days  and nights was before him; an interval which, instead of impatiently  enduring ashore, he would spend in a miscellaneous hunt; if by chance  the White Whale, spending his vacation in seas far remote from his  periodical feeding-grounds, should turn up his wrinkled brow off the  Persian Gulf, or in the Bengal Bay, or China Seas, or in any other  waters haunted by his race.",79,{'en': 0.9999961131764308},"{'italian': 2, 'spanish': 3, 'portuguese': 1, 'finnish': 1, 'hungarian': 1, 'english': 21, 'dutch': 3, 'german': 3}",moby_dick
"So that Monsoons, Pampas, Nor?-Westers,  Harmattans, Trades; any wind but the Levanter and Simoon, might blow  Moby Dick into the devious zig-zag world-circle of the Pequod?s  circumnavigating wake.",31,{'en': 0.999995377292882},"{'dutch': 1, 'hungarian': 1, 'english': 8, 'french': 1}",moby_dick
"But granting all this; yet, regarded discreetly and coolly, seems it not  but a mad idea, this; that in the broad boundless ocean, one solitary  whale, even if encountered, should be thought capable of individual  recognition from his hunter, even as a white-bearded Mufti in the  thronged thoroughfares of Constantinople?",54,{'en': 0.9999964909382675},"{'italian': 3, 'spanish': 1, 'french': 1, 'portuguese': 2, 'hungarian': 2, 'english': 17, 'dutch': 2, 'german': 1}",moby_dick
"For the peculiar  snow-white brow of Moby Dick, and his snow-white hump, could not but  be unmistakable.",19,{'en': 0.9999949128801229},"{'dutch': 1, 'hungarian': 1, 'english': 7}",moby_dick
"And have I not tallied the whale, Ahab would mutter  to himself, as after poring over his charts till long after midnight he  would throw himself back in reveries?tallied him, and shall he escape?",36,{'en': 0.9999969000415512},"{'italian': 1, 'norwegian': 1, 'finnish': 1, 'french': 1, 'swedish': 1, 'portuguese': 1, 'dutch': 2, 'danish': 2, 'english': 13, 'spanish': 1, 'german': 1}",moby_dick
"His broad fins are bored, and scalloped out like a lost sheep?s  ear!",14,{'en': 0.999995910391393},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 1, 'hungarian': 2, 'english': 5}",moby_dick
"And here, his mad mind would run on in a breathless race; till a  weariness and faintness of pondering came over him; and in the open air  of the deck he would seek to recover his strength.",39,{'en': 0.9999956640614277},"{'spanish': 2, 'portuguese': 1, 'danish': 1, 'dutch': 3, 'german': 1, 'italian': 2, 'norwegian': 1, 'finnish': 2, 'french': 1, 'hungarian': 1, 'english': 12, 'swedish': 1}",moby_dick
"Ah, God!",2,{'cy': 0.999997042988994},{},moby_dick
what trances  of torments does that man endure who is consumed with one unachieved  revengeful desire.,18,{'en': 0.9999979150992068},"{'dutch': 2, 'danish': 1, 'german': 1, 'english': 7, 'norwegian': 1, 'swedish': 1}",moby_dick
He sleeps with clenched hands; and wakes with his own  bloody nails in his palms.,16,{'en': 0.9999972100878594},"{'italian': 1, 'dutch': 1, 'english': 5, 'german': 1}",moby_dick
"Often, when forced from his hammock by exhausting and intolerably vivid  dreams of the night, which, resuming his own intense thoughts through  the day, carried them on amid a clashing of phrensies, and whirled them  round and round and round in his blazing brain, till the very throbbing  of his life-spot became insufferable anguish; and when, as was sometimes  the case, these spiritual throes in him heaved his being up from its  base, and a chasm seemed opening in him, from which forked flames and  lightnings shot up, and accursed fiends beckoned him to leap down among  them; when this hell in himself yawned beneath him, a wild cry would be  heard through the ship; and with glaring eyes Ahab would burst from his  state room, as though escaping from a bed that was on fire.",146,{'en': 0.9999979434225926},"{'italian': 2, 'spanish': 1, 'finnish': 1, 'french': 2, 'portuguese': 2, 'swedish': 1, 'hungarian': 2, 'english': 29, 'dutch': 3, 'german': 2}",moby_dick
"Yet these,  perhaps, instead of being the unsuppressable symptoms of some latent  weakness, or fright at his own resolve, were but the plainest tokens  of its intensity.",30,{'en': 0.9999948416006215},"{'dutch': 1, 'danish': 1, 'english': 12, 'norwegian': 1}",moby_dick
"For, at such times, crazy Ahab, the scheming,  unappeasedly steadfast hunter of the white whale; this Ahab that had  gone to his hammock, was not the agent that so caused him to burst from  it in horror again.",41,{'en': 0.9999953493892156},"{'italian': 1, 'dutch': 4, 'danish': 1, 'english': 17, 'norwegian': 2, 'german': 3}",moby_dick
"The latter was the eternal, living principle or  soul in him; and in sleep, being for the time dissociated from the  characterizing mind, which at other times employed it for its outer  vehicle or agent, it spontaneously sought escape from the scorching  contiguity of the frantic thing, of which, for the time, it was no  longer an integral.",63,{'en': 0.9999952221402959},"{'italian': 1, 'norwegian': 3, 'portuguese': 2, 'dutch': 3, 'danish': 2, 'english': 17, 'spanish': 1, 'german': 3}",moby_dick
"But as the mind does not exist unless leagued with  the soul, therefore it must have been that, in Ahab?s case, yielding  up all his thoughts and fancies to his one supreme purpose; that  purpose, by its own sheer inveteracy of will, forced itself against gods  and devils into a kind of self-assumed, independent being of its own.",62,{'en': 0.999996920265487},"{'italian': 3, 'spanish': 1, 'french': 2, 'portuguese': 2, 'danish': 1, 'hungarian': 2, 'english': 26, 'dutch': 2, 'german': 2}",moby_dick
"Nay, could grimly live and burn, while the common vitality to which it  was conjoined, fled horror-stricken from the unbidden and unfathered  birth.",25,{'en': 0.9999964901980318},"{'dutch': 1, 'english': 8, 'german': 1}",moby_dick
"Therefore, the tormented spirit that glared out of bodily eyes,  when what seemed Ahab rushed from his room, was for the time but a  vacated thing, a formless somnambulistic being, a ray of living light,  to be sure, but without an object to colour, and therefore a blankness  in itself.",54,{'en': 0.9999992762172978},"{'italian': 2, 'norwegian': 1, 'portuguese': 2, 'dutch': 3, 'danish': 1, 'hungarian': 2, 'english': 19, 'spanish': 1, 'german': 3}",moby_dick
"God help thee, old man, thy thoughts have created a creature  in thee; and he whose intense thinking thus makes him a Prometheus; a  vulture feeds upon that heart for ever; that vulture the very creature  he creates.",41,{'en': 0.999998506320376},"{'italian': 2, 'norwegian': 2, 'finnish': 1, 'swedish': 1, 'portuguese': 2, 'dutch': 1, 'danish': 3, 'hungarian': 1, 'english': 10, 'spanish': 2, 'german': 2}",moby_dick
CHAPTER 45.,2,{'en': 0.9999940190570379},{},moby_dick
The Affidavit.,2,{'en': 0.9999974406798238},{},moby_dick
"So far as what there may be of a narrative in this book; and, indeed, as  indirectly touching one or two very interesting and curious particulars  in the habits of sperm whales, the foregoing chapter, in its earlier  part, is as important a one as will be found in this volume; but the  leading matter of it requires to be still further and more familiarly  enlarged upon, in order to be adequately understood, and moreover to  take away any incredulity which a profound ignorance of the entire  subject may induce in some minds, as to the natural verity of the main  points of this affair.",113,{'en': 0.999996683596128},"{'italian': 2, 'spanish': 1, 'french': 1, 'portuguese': 2, 'hungarian': 2, 'english': 23, 'dutch': 3, 'german': 2}",moby_dick
"I care not to perform this part of my task methodically; but shall  be content to produce the desired impression by separate citations of  items, practically or reliably known to me as a whaleman; and from these  citations, I take it?the conclusion aimed at will naturally follow of  itself.",53,{'en': 0.9999969115418312},"{'italian': 1, 'norwegian': 2, 'finnish': 1, 'french': 2, 'portuguese': 3, 'dutch': 2, 'danish': 1, 'hungarian': 2, 'english': 20, 'spanish': 2, 'german': 1}",moby_dick
"First: I have personally known three instances where a whale, after  receiving a harpoon, has effected a complete escape; and, after an  interval (in one instance of three years), has been again struck by  the same hand, and slain; when the two irons, both marked by the same  private cypher, have been taken from the body.",60,{'en': 0.9999991446616685},"{'italian': 2, 'spanish': 2, 'portuguese': 1, 'danish': 1, 'hungarian': 1, 'english': 17, 'dutch': 2, 'german': 2}",moby_dick
"In the instance where  three years intervened between the flinging of the two harpoons; and I  think it may have been something more than that; the man who darted  them happening, in the interval, to go in a trading ship on a voyage to  Africa, went ashore there, joined a discovery party, and penetrated far  into the interior, where he travelled for a period of nearly two years,  often endangered by serpents, savages, tigers, poisonous miasmas,  with all the other common perils incident to wandering in the heart of  unknown regions.",99,{'en': 0.9999989168788292},"{'spanish': 2, 'portuguese': 2, 'danish': 3, 'dutch': 2, 'german': 2, 'italian': 3, 'norwegian': 2, 'finnish': 2, 'french': 1, 'hungarian': 1, 'english': 25, 'swedish': 1}",moby_dick
"Meanwhile, the whale he had struck must also have  been on its travels; no doubt it had thrice circumnavigated the globe,  brushing with its flanks all the coasts of Africa; but to no purpose.",36,{'en': 0.9999970375566758},"{'italian': 1, 'norwegian': 1, 'finnish': 2, 'french': 1, 'portuguese': 1, 'dutch': 2, 'danish': 1, 'english': 14, 'spanish': 2, 'german': 1}",moby_dick
"This man and this whale again came together, and the one vanquished the  other.",15,{'en': 0.9999983628578814},"{'danish': 1, 'english': 5, 'norwegian': 1, 'swedish': 1, 'german': 1}",moby_dick
"I say I, myself, have known three instances similar to this; that  is in two of them I saw the whales struck; and, upon the second attack,  saw the two irons with the respective marks cut in them, afterwards  taken from the dead fish.",47,{'en': 0.9999976063197693},"{'italian': 1, 'danish': 1, 'english': 13, 'dutch': 3, 'german': 1}",moby_dick
"In the three-year instance, it so fell out  that I was in the boat both times, first and last, and the last time  distinctly recognised a peculiar sort of huge mole under the whale?s  eye, which I had observed there three years previous.",46,{'en': 0.999997521744776},"{'italian': 2, 'norwegian': 1, 'french': 1, 'swedish': 1, 'portuguese': 1, 'dutch': 4, 'danish': 1, 'hungarian': 2, 'english': 16, 'spanish': 1, 'german': 3}",moby_dick
"I say three years,  but I am pretty sure it was more than that.",15,{'en': 0.9999965827356276},"{'dutch': 1, 'english': 7, 'german': 2}",moby_dick
"Here are three instances,  then, which I personally know the truth of; but I have heard of many  other instances from persons whose veracity in the matter there is no  good ground to impeach.",37,{'en': 0.9999986402388115},"{'italian': 1, 'norwegian': 1, 'portuguese': 1, 'dutch': 3, 'danish': 1, 'english': 14, 'spanish': 1, 'german': 1}",moby_dick
"Secondly: It is well known in the Sperm Whale Fishery, however ignorant  the world ashore may be of it, that there have been several memorable  historical instances where a particular whale in the ocean has been at  distant times and places popularly cognisable.",46,{'en': 0.9999984310419145},"{'italian': 2, 'norwegian': 1, 'portuguese': 1, 'dutch': 3, 'danish': 2, 'hungarian': 2, 'english': 15, 'spanish': 2, 'german': 1}",moby_dick
"Why such a whale became  thus marked was not altogether and originally owing to his bodily  peculiarities as distinguished from other whales; for however peculiar  in that respect any chance whale may be, they soon put an end to his  peculiarities by killing him, and boiling him down into a peculiarly  valuable oil.",58,{'en': 0.9999979307425284},"{'italian': 2, 'norwegian': 1, 'french': 1, 'portuguese': 3, 'dutch': 2, 'danish': 2, 'hungarian': 2, 'english': 21, 'spanish': 1, 'german': 3}",moby_dick
"No: the reason was this: that from the fatal experiences  of the fishery there hung a terrible prestige of perilousness about  such a whale as there did about Rinaldo Rinaldini, insomuch that  most fishermen were content to recognise him by merely touching their  tarpaulins when he would be discovered lounging by them on the sea,  without seeking to cultivate a more intimate acquaintance.",68,{'en': 0.9999981369543667},"{'italian': 1, 'spanish': 3, 'french': 2, 'portuguese': 2, 'finnish': 2, 'hungarian': 3, 'english': 24, 'dutch': 2, 'german': 1}",moby_dick
"Like some  poor devils ashore that happen to know an irascible great man, they  make distant unobtrusive salutations to him in the street, lest if they  pursued the acquaintance further, they might receive a summary thump for  their presumption.",43,{'en': 0.9999981661383293},"{'italian': 2, 'norwegian': 2, 'swedish': 1, 'portuguese': 2, 'dutch': 1, 'danish': 2, 'hungarian': 1, 'english': 13, 'spanish': 1, 'german': 3}",moby_dick
"But not only did each of these famous whales enjoy great individual  celebrity?Nay, you may call it an ocean-wide renown; not only was he  famous in life and now is immortal in forecastle stories after death,  but he was admitted into all the rights, privileges, and distinctions of  a name; had as much a name indeed as Cambyses or Caesar.",64,{'en': 0.9999979690420808},"{'italian': 3, 'spanish': 2, 'french': 1, 'portuguese': 2, 'finnish': 1, 'hungarian': 1, 'english': 24, 'dutch': 5, 'german': 3}",moby_dick
"Was it not so,  O Timor Tom!",8,"{'en': 0.8571401403419361, 'pt': 0.14285862409595543}","{'norwegian': 1, 'english': 3, 'german': 1}",moby_dick
"thou famed leviathan, scarred like an iceberg, who so long  did?st lurk in the Oriental straits of that name, whose spout was oft  seen from the palmy beach of Ombay?",32,{'en': 0.999998359864188},"{'italian': 1, 'norwegian': 1, 'english': 10, 'dutch': 3, 'german': 4}",moby_dick
"Was it not so, O New Zealand Jack!",8,{'en': 0.9999964649133253},"{'norwegian': 1, 'english': 3, 'german': 1}",moby_dick
thou terror of all cruisers that crossed their wakes in the vicinity of  the Tattoo Land?,17,{'en': 0.9999969193749948},"{'italian': 2, 'dutch': 2, 'english': 6, 'german': 1}",moby_dick
"Was it not so, O Morquan!",6,"{'en': 0.5714271986808557, 'pt': 0.4285710526686636}","{'norwegian': 1, 'english': 3, 'german': 1}",moby_dick
