sentence,num_words,google_language,stopwords_language,book_name
"What of it, if some old hunks of a sea-captain orders me to get a broom  and sweep down the decks?",22,{'en': 0.9999979686339344},"{'italian': 1, 'dutch': 2, 'french': 1, 'portuguese': 2, 'finnish': 1, 'hungarian': 1, 'english': 10, 'spanish': 3, 'norwegian': 1}",moby_dick
"What does that indignity amount to, weighed,  I mean, in the scales of the New Testament?",17,{'en': 0.9999967384545545},"{'italian': 1, 'dutch': 2, 'english': 6, 'german': 1}",moby_dick
"Do you think the archangel  Gabriel thinks anything the less of me, because I promptly and  respectfully obey that old hunks in that particular instance?",27,{'en': 0.9999992779534568},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 1, 'dutch': 3, 'finnish': 1, 'english': 8, 'norwegian': 1, 'german': 1}",moby_dick
Who  ain?t a slave?,5,{'en': 0.999996507766458},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 1, 'hungarian': 1, 'english': 3}",moby_dick
Tell me that.,3,{'en': 0.9999955057346608},"{'dutch': 1, 'french': 1, 'portuguese': 1, 'finnish': 1, 'english': 2, 'spanish': 1, 'norwegian': 1}",moby_dick
"Well, then, however the old sea-captains  may order me about?however they may thump and punch me about, I have  the satisfaction of knowing that it is all right; that everybody else is  one way or other served in much the same way?either in a physical  or metaphysical point of view, that is; and so the universal thump is  passed round, and all hands should rub each other?s shoulder-blades,  and be content.",77,{'en': 0.9999957534404471},"{'italian': 3, 'norwegian': 2, 'finnish': 1, 'french': 2, 'portuguese': 2, 'dutch': 4, 'danish': 1, 'hungarian': 3, 'english': 22, 'spanish': 3, 'german': 2}",moby_dick
"Again, I always go to sea as a sailor, because they make a point of  paying me for my trouble, whereas they never pay passengers a single  penny that I ever heard of.",35,{'en': 0.9999980919429614},"{'italian': 1, 'norwegian': 2, 'finnish': 1, 'french': 2, 'portuguese': 4, 'dutch': 2, 'danish': 1, 'hungarian': 1, 'english': 10, 'spanish': 3}",moby_dick
"On the contrary, passengers themselves must  pay.",8,{'en': 0.999996934204817},{'english': 2},moby_dick
And there is all the difference in the world between paying  and being paid.,15,{'en': 0.9999951600943155},"{'italian': 2, 'dutch': 2, 'english': 8, 'german': 1}",moby_dick
The act of paying is perhaps the most uncomfortable  infliction that the two orchard thieves entailed upon us.,19,{'en': 0.9999988122930084},"{'dutch': 2, 'hungarian': 1, 'english': 5}",moby_dick
"But being  paid,?what will compare with it?",8,{'en': 0.9999960935717203},"{'english': 5, 'german': 1}",moby_dick
"The urbane activity with which a man  receives money is really marvellous, considering that we so earnestly  believe money to be the root of all earthly ills, and that on no account  can a monied man enter heaven.",41,{'en': 0.9999977613227111},"{'spanish': 2, 'portuguese': 2, 'danish': 1, 'dutch': 2, 'german': 2, 'italian': 2, 'norwegian': 3, 'finnish': 1, 'french': 1, 'hungarian': 2, 'english': 16, 'swedish': 1}",moby_dick
how cheerfully we consign ourselves  to perdition!,8,{'en': 0.9999980241284514},{'english': 4},moby_dick
"Finally, I always go to sea as a sailor, because of the wholesome  exercise and pure air of the fore-castle deck.",22,{'en': 0.9999971006983692},"{'italian': 1, 'spanish': 2, 'french': 1, 'portuguese': 2, 'hungarian': 1, 'english': 7, 'dutch': 1}",moby_dick
"For as in this world,  head winds are far more prevalent than winds from astern (that is,  if you never violate the Pythagorean maxim), so for the most part the  Commodore on the quarter-deck gets his atmosphere at second hand from  the sailors on the forecastle.",50,{'en': 0.9999984925426894},"{'italian': 1, 'norwegian': 3, 'finnish': 1, 'french': 2, 'portuguese': 2, 'danish': 2, 'hungarian': 1, 'english': 18, 'dutch': 2, 'german': 2}",moby_dick
He thinks he breathes it first; but not  so.,10,{'en': 0.9999958982537982},"{'spanish': 1, 'finnish': 1, 'english': 5, 'norwegian': 1, 'german': 1}",moby_dick
"In much the same way do the commonalty lead their leaders in many  other things, at the same time that the leaders little suspect it.",26,{'en': 0.9999963208139642},"{'italian': 1, 'norwegian': 1, 'portuguese': 1, 'danish': 1, 'english': 9, 'dutch': 1, 'german': 1}",moby_dick
"But wherefore it was that after having repeatedly smelt the sea as a  merchant sailor, I should now take it into my head to go on a whaling  voyage; this the invisible police officer of the Fates, who has the  constant surveillance of me, and secretly dogs me, and influences me in  some unaccountable way?he can better answer than any one else.",66,{'en': 0.999997972080456},"{'italian': 2, 'spanish': 5, 'french': 3, 'portuguese': 3, 'dutch': 4, 'finnish': 3, 'hungarian': 1, 'english': 26, 'norwegian': 1, 'german': 2}",moby_dick
"And,  doubtless, my going on this whaling voyage, formed part of the grand  programme of Providence that was drawn up a long time ago.",26,{'en': 0.9999980491390901},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 1, 'finnish': 1, 'hungarian': 1, 'english': 9, 'dutch': 2, 'german': 1}",moby_dick
It came in as  a sort of brief interlude and solo between more extensive performances.,16,{'en': 0.9999975277255926},"{'italian': 2, 'spanish': 1, 'french': 1, 'portuguese': 2, 'hungarian': 1, 'english': 7, 'dutch': 2, 'german': 1}",moby_dick
I take it that this part of the bill must have run something like this:    ?Grand Contested Election for the Presidency of the United States.,28,{'en': 0.9999973661894155},"{'dutch': 1, 'danish': 2, 'english': 7, 'norwegian': 1, 'portuguese': 1}",moby_dick
?WHALING VOYAGE BY ONE ISHMAEL.,5,"{'en': 0.28571743607311945, 'de': 0.7142810924806136}",{},moby_dick
?BLOODY BATTLE IN AFFGHANISTAN?.,4,{'so': 0.9999961460441564},{},moby_dick
"Though I cannot tell why it was exactly that those stage managers, the  Fates, put me down for this shabby part of a whaling voyage, when others  were set down for magnificent parts in high tragedies, and short and  easy parts in genteel comedies, and jolly parts in farces?though  I cannot tell why this was exactly; yet, now that I recall all the  circumstances, I think I can see a little into the springs and motives  which being cunningly presented to me under various disguises, induced  me to set about performing the part I did, besides cajoling me into the  delusion that it was a choice resulting from my own unbiased freewill  and discriminating judgment.",124,{'en': 0.9999966774253527},"{'spanish': 2, 'portuguese': 3, 'danish': 2, 'dutch': 4, 'german': 2, 'italian': 3, 'norwegian': 2, 'finnish': 1, 'french': 1, 'hungarian': 1, 'english': 29, 'swedish': 1}",moby_dick
Chief among these motives was the overwhelming idea of the great  whale himself.,14,{'en': 0.9999987027337582},"{'dutch': 2, 'english': 5, 'german': 1}",moby_dick
Such a portentous and mysterious monster roused all my  curiosity.,11,{'en': 0.9999975574703991},"{'italian': 2, 'spanish': 1, 'hungarian': 1, 'english': 4, 'portuguese': 1}",moby_dick
"Then the wild and distant seas where he rolled his island  bulk; the undeliverable, nameless perils of the whale; these, with all  the attending marvels of a thousand Patagonian sights and sounds, helped  to sway me to my wish.",42,{'en': 0.9999968788165179},"{'italian': 2, 'dutch': 2, 'french': 1, 'portuguese': 2, 'finnish': 2, 'hungarian': 1, 'english': 13, 'spanish': 4, 'norwegian': 1}",moby_dick
"With other men, perhaps, such things would not  have been inducements; but as for me, I am tormented with an everlasting  itch for things remote.",27,{'en': 0.9999963063065447},"{'norwegian': 3, 'finnish': 1, 'french': 2, 'swedish': 1, 'portuguese': 3, 'dutch': 2, 'danish': 3, 'english': 12, 'spanish': 1, 'german': 2}",moby_dick
"I love to sail forbidden seas, and land on  barbarous coasts.",12,{'en': 0.9999969007174179},"{'spanish': 1, 'finnish': 1, 'english': 3, 'french': 1}",moby_dick
"Not ignoring what is good, I am quick to perceive a  horror, and could still be social with it?would they let me?since  it is but well to be on friendly terms with all the inmates of the place  one lodges in.",44,{'en': 0.999997372091544},"{'italian': 3, 'spanish': 2, 'french': 2, 'portuguese': 2, 'dutch': 4, 'finnish': 2, 'hungarian': 2, 'english': 17, 'norwegian': 1, 'german': 2}",moby_dick
"By reason of these things, then, the whaling voyage was welcome; the  great flood-gates of the wonder-world swung open, and in the wild  conceits that swayed me to my purpose, two and two there floated into  my inmost soul, endless processions of the whale, and, mid most of them  all, one grand hooded phantom, like a snow hill in the air.",65,{'en': 0.9999986397040528},"{'italian': 3, 'spanish': 2, 'french': 1, 'portuguese': 2, 'dutch': 4, 'finnish': 1, 'hungarian': 2, 'english': 17, 'norwegian': 1, 'german': 2}",moby_dick
CHAPTER 2.,2,{'en': 0.9999938570217752},{},moby_dick
The Carpet-Bag.,2,{'en': 0.9999961483887452},{},moby_dick
"I stuffed a shirt or two into my old carpet-bag, tucked it under my arm,  and started for Cape Horn and the Pacific.",24,{'en': 0.9999960982008008},"{'italian': 1, 'norwegian': 1, 'portuguese': 2, 'danish': 2, 'hungarian': 1, 'english': 9, 'spanish': 1, 'swedish': 1}",moby_dick
"Quitting the good city of  old Manhatto, I duly arrived in New Bedford.",14,{'en': 0.9999949971926595},"{'italian': 1, 'dutch': 2, 'english': 3, 'german': 1}",moby_dick
It was a Saturday night in  December.,8,{'en': 0.9999979236695198},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 3, 'dutch': 2, 'german': 2}",moby_dick
"Much was I disappointed upon learning that the little packet  for Nantucket had already sailed, and that no way of reaching that place  would offer, till the following Monday.",31,{'en': 0.9999968966578062},"{'norwegian': 2, 'swedish': 1, 'portuguese': 2, 'dutch': 3, 'danish': 1, 'english': 8, 'spanish': 1, 'german': 1}",moby_dick
"As most young candidates for the pains and penalties of whaling stop at  this same New Bedford, thence to embark on their voyage, it may as well  be related that I, for one, had no idea of so doing.",41,{'en': 0.9999953288139638},"{'norwegian': 4, 'finnish': 1, 'french': 2, 'portuguese': 3, 'dutch': 2, 'danish': 2, 'hungarian': 2, 'english': 19, 'spanish': 1, 'german': 1}",moby_dick
"For my mind was  made up to sail in no other than a Nantucket craft, because there was a  fine, boisterous something about everything connected with that famous  old island, which amazingly pleased me.",37,{'en': 0.9999976614665551},"{'italian': 2, 'spanish': 3, 'french': 1, 'portuguese': 3, 'dutch': 3, 'finnish': 1, 'hungarian': 1, 'english': 16, 'norwegian': 2, 'german': 2}",moby_dick
"Besides though New Bedford has  of late been gradually monopolising the business of whaling, and though  in this matter poor old Nantucket is now much behind her, yet Nantucket  was her great original?the Tyre of this Carthage;?the place  where the first dead American whale was stranded.",50,{'en': 0.9999956344374236},"{'dutch': 4, 'italian': 1, 'spanish': 1, 'norwegian': 1, 'danish': 1, 'english': 12, 'turkish': 1, 'german': 2}",moby_dick
"Where else but from  Nantucket did those aboriginal whalemen, the Red-Men, first sally out  in canoes to give chase to the Leviathan?",24,{'en': 0.9999951580833326},"{'italian': 1, 'dutch': 1, 'english': 8, 'german': 1}",moby_dick
"And where but from Nantucket,  too, did that first adventurous little sloop put forth, partly laden  with imported cobblestones?so goes the story?to throw at the whales,  in order to discover when they were nigh enough to risk a harpoon from  the bowsprit?",46,{'en': 0.9999973389252577},"{'italian': 2, 'norwegian': 2, 'portuguese': 1, 'dutch': 1, 'danish': 1, 'hungarian': 1, 'english': 16, 'spanish': 1, 'german': 2}",moby_dick
"Now having a night, a day, and still another night following before me  in New Bedford, ere I could embark for my destined port, it became a  matter of concernment where I was to eat and sleep meanwhile.",40,{'en': 0.9999976556339268},"{'italian': 2, 'norwegian': 2, 'finnish': 1, 'french': 1, 'portuguese': 3, 'dutch': 4, 'danish': 1, 'hungarian': 1, 'english': 13, 'spanish': 2, 'german': 2}",moby_dick
"It was a  very dubious-looking, nay, a very dark and dismal night, bitingly cold  and cheerless.",18,{'en': 0.9999963327372245},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 4, 'dutch': 1, 'german': 1}",moby_dick
I knew no one in the place.,7,{'en': 0.999996369626548},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'dutch': 1, 'english': 3, 'norwegian': 1, 'german': 1}",moby_dick
"With anxious grapnels I had  sounded my pocket, and only brought up a few pieces of silver,?So,  wherever you go, Ishmael, said I to myself, as I stood in the middle of  a dreary street shouldering my bag, and comparing the gloom towards the  north with the darkness towards the south?wherever in your wisdom you  may conclude to lodge for the night, my dear Ishmael, be sure to inquire  the price, and don?t be too particular.",82,{'en': 0.999994927986828},"{'italian': 2, 'norwegian': 1, 'french': 2, 'portuguese': 3, 'dutch': 3, 'danish': 1, 'hungarian': 2, 'english': 21, 'spanish': 1, 'german': 1}",moby_dick
"With halting steps I paced the streets, and passed the sign of ?The  Crossed Harpoons??but it looked too expensive and jolly there.",23,{'en': 0.9999956364323771},"{'dutch': 1, 'english': 7}",moby_dick
"Further on, from the bright red windows of the ?Sword-Fish Inn,?  there came such fervent rays, that it seemed to have melted the packed  snow and ice from before the house, for everywhere else the congealed  frost lay ten inches thick in a hard, asphaltic pavement,?rather weary  for me, when I struck my foot against the flinty projections, because  from hard, remorseless service the soles of my boots were in a most  miserable plight.",80,{'en': 0.9999956285615986},"{'italian': 2, 'norwegian': 2, 'finnish': 2, 'french': 2, 'portuguese': 3, 'dutch': 3, 'danish': 2, 'hungarian': 2, 'english': 22, 'spanish': 2, 'german': 1}",moby_dick
"Too expensive and jolly, again thought I, pausing one  moment to watch the broad glare in the street, and hear the sounds of  the tinkling glasses within.",29,{'en': 0.9999977897945331},"{'italian': 1, 'dutch': 2, 'english': 6, 'german': 1}",moby_dick
"But go on, Ishmael, said I at last; don?t  you hear?",12,"{'en': 0.7142831976930265, 'cy': 0.2857134189419388}","{'danish': 1, 'finnish': 1, 'english': 5, 'norwegian': 1, 'french': 2}",moby_dick
get away from before the door; your patched boots are stopping  the way.,14,{'en': 0.9999977137727696},"{'dutch': 1, 'english': 5}",moby_dick
So on I went.,4,"{'en': 0.7142843713887035, 'nl': 0.2857151411740132}","{'finnish': 1, 'english': 1, 'french': 1}",moby_dick
"I now by instinct followed the streets that  took me waterward, for there, doubtless, were the cheapest, if not the  cheeriest inns.",24,{'en': 0.999997809392009},"{'norwegian': 2, 'finnish': 1, 'french': 1, 'portuguese': 2, 'dutch': 1, 'danish': 1, 'english': 10, 'spanish': 1}",moby_dick
Such dreary streets!,3,{'en': 0.9999966727477273},{},moby_dick
"blocks of blackness, not houses, on either hand,  and here and there a candle, like a candle moving about in a tomb.",23,{'en': 0.9999961178784602},"{'italian': 2, 'spanish': 1, 'french': 1, 'portuguese': 1, 'finnish': 1, 'hungarian': 1, 'english': 9, 'dutch': 2, 'german': 1}",moby_dick
"At  this hour of the night, of the last day of the week, that quarter of  the town proved all but deserted.",24,{'en': 0.9999969563163988},"{'italian': 1, 'dutch': 1, 'english': 6}",moby_dick
"But presently I came to a smoky light  proceeding from a low, wide building, the door of which stood invitingly  open.",23,{'en': 0.9999982425316576},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 6, 'dutch': 2}",moby_dick
"It had a careless look, as if it were meant for the uses of the  public; so, entering, the first thing I did was to stumble over an  ash-box in the porch.",34,{'en': 0.9999974815116318},"{'italian': 2, 'norwegian': 3, 'french': 1, 'portuguese': 3, 'dutch': 5, 'danish': 2, 'hungarian': 1, 'english': 16, 'spanish': 1, 'german': 4}",moby_dick
